address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore",Floured-Baked With Love,no,no,3.8 /5,45,Banashankari,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,400.0,Delivery,Banashankari
"101, Water Tank Road, 2nd Block, 3rd Stage, Banashankari, Bangalore",CAFE NOVA,no,no,3.2/5,11,Banashankari,Cafe,Not Specified,"Cafe, Bakery",600.0,Delivery,Banashankari
"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Cakes & Slices,no,no,3.5/5,13,Banashankari,Bakery,Not Specified,"Bakery, Desserts",300.0,Delivery,Banashankari
"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",Spice 9,no,no,3.4/5,8,Banashankari,Quick Bites,Not Specified,"Biryani, North Indian, Chinese, Fast Food",300.0,Delivery,Banashankari
"1722, 13th Main Road 31st Cross BSK, 2nd Stage, Banashankari, Bangalore",Coffee Shopee,no,no,,0,Banashankari,"Takeaway, Delivery",Not Specified,Beverages,250.0,Delivery,Banashankari
"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",Naveen Kabab & Biriyani Mane,no,no,3.2/5,9,Banashankari,Quick Bites,Not Specified,Biryani,300.0,Delivery,Banashankari
"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",Katriguppe Donne Biryani,no,no,3.2/5,4,Banashankari,Quick Bites,Not Specified,North Indian,300.0,Delivery,Banashankari
"594, 24 The Cross BSK, Opposte Oriental Bank, Banashankari, Bangalore",Hari Super Sandwich,no,no,NEW,0,Banashankari,"Takeaway, Delivery",Not Specified,"Sandwich, Pizza, Beverages",200.0,Delivery,Banashankari
"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",Atithi Point Ande Ka Funda,no,no,3.1/5,29,Banashankari,Quick Bites,Not Specified,North Indian,150.0,Delivery,Banashankari
"3967, VHBC Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3rd Stage, Banashankari, Bangalore",Just Bake,no,no,3.4/5,8,Banashankari,Bakery,Not Specified,"Bakery, Desserts",400.0,Delivery,Banashankari
"Shop 25, 1st Cross, 50 Feet Main Road, Near BDA Park, Girinagar, Banashankari, Bangalore",Dharwad Line Bazaar Mishra Pedha,no,no,,0,Banashankari,Dessert Parlor,Not Specified,Mithai,150.0,Delivery,Banashankari
"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore",Cake Bite,no,no,,0,Banashankari,Bakery,Not Specified,Bakery,300.0,Delivery,Banashankari
"41/10, Near PESIT Collage, 8th Main Road, 1st Cross, Dwarakanagar, Banashankari, Bangalore",Aarush's Food Plaza,no,no,,0,Banashankari,Quick Bites,Not Specified,"North Indian, Street Food",200.0,Delivery,Banashankari
"3148, 2nd Cross, 4th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore",Wood Stove,no,no,,0,Banashankari,"Takeaway, Delivery",Not Specified,South Indian,150.0,Delivery,Banashankari
"662, 19th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore",Kulfi & More,no,no,,0,Banashankari,Dessert Parlor,Not Specified,"Ice Cream, Desserts, Juices",150.0,Delivery,Banashankari
"1189, 9th Main, Ashok Nagar, Bank 1st Stage, Banashankari, Bangalore",Kannadigas Karavali,no,no,,0,Banashankari,Quick Bites,Not Specified,"Mangalorean, South Indian, North Indian",250.0,Delivery,Banashankari
"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",K27 - The Pub,no,no,3.1/5,30,Banashankari,Bar,Not Specified,"Chinese, North Indian",1000.0,Delivery,Banashankari
"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Bengaluru Coffee House,yes,no,4.1/5,201,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari
"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",New Mangalore Lunch Home,no,no,3.3/5,7,Banashankari,Quick Bites,Not Specified,"Mangalorean, South Indian, North Indian",200.0,Delivery,Banashankari
"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",Coffee Bytes,no,no,3.1/5,6,Banashankari,Quick Bites,Not Specified,"Fast Food, South Indian",100.0,Delivery,Banashankari
"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,no,no,3.3/5,17,Banashankari,Quick Bites,Not Specified,"Street Food, Fast Food",200.0,Delivery,Banashankari
"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,no,no,2.9/5,25,Banashankari,Dessert Parlor,Not Specified,"Ice Cream, Desserts",200.0,Delivery,Banashankari
"346, 7th Cross, 8th Main Road, Padmanabham Nagar, Banashankari, Bangalore",Soms Kitchen & Bakes,no,no,,0,Banashankari,Delivery,Not Specified,"South Indian, North Indian, Continental",400.0,Delivery,Banashankari
"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore",Banashankari Nati Style,no,no,,0,Banashankari,Quick Bites,Not Specified,"Biryani, Chinese, South Indian, North Indian",350.0,Delivery,Banashankari
"Padmanabhanagar, Banashankari, Bangalore",Ruchi Maayaka,no,no,3.3/5,8,Banashankari,Delivery,Not Specified,South Indian,100.0,Delivery,Banashankari
"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",Mohitesh Hut Roll,no,no,,0,Banashankari,Quick Bites,Not Specified,"Rolls, North Indian",150.0,Delivery,Banashankari
"692, 12th Cross, 7th Block Kankapura Main Road, Banashankari, Bangalore",Sri Basaveshwar Jolada Rotti Oota,no,no,,0,Banashankari,Quick Bites,Not Specified,South Indian,150.0,Delivery,Banashankari
"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Roll Magic Fast Food,no,no,NEW,0,Banashankari,"Takeaway, Delivery",Not Specified,"Biryani, Rolls, Chinese",200.0,Delivery,Banashankari
"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore",Foodlieious Multi Cuisine,no,no,NEW,0,Banashankari,Quick Bites,Not Specified,North Indian,100.0,Delivery,Banashankari
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore",Thanishka Nati And Karavali Style,no,no,NEW,0,Banashankari,Quick Bites,Not Specified,"Biryani, Fast Food",400.0,Delivery,Banashankari
"2/1, 7th Main, Dwarakangar, Banashankari, Bangalore",Swathi Cool Point,no,no,,0,Banashankari,Beverage Shop,Not Specified,"Beverages, Juices",200.0,Delivery,Banashankari
"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore",Kaumudis Juoice,no,no,,0,Banashankari,"Beverage Shop, Quick Bites",Not Specified,"Beverages, Fast Food, Juices",150.0,Delivery,Banashankari
"10, 4th cross, Muneshwara Block, Devinagar, Banashankari, Bangalore",Amma - Manae,no,no,,0,Banashankari,"Takeaway, Delivery",Not Specified,South Indian,400.0,Delivery,Banashankari
"559/1, Opposite Canara Bank ATM, Pipelane Road, Sri Nagar, Banashankari, Bengaluru",Sri Sai Tiffannies,no,no,,0,Banashankari,Quick Bites,Not Specified,"South Indian, Chinese",150.0,Delivery,Banashankari
"263, 3rd Main Road, Chikka Laksandra, Banashankari, Bangalore",Hotel Andhra Speices,no,no,,0,Banashankari,Quick Bites,Not Specified,Andhra,250.0,Delivery,Banashankari
"57, 3rd cross, 80 feet Road, Banashankari, Bangalore",Sri Murari Family Restaurant,no,no,,0,Banashankari,Quick Bites,Not Specified,Biryani,250.0,Delivery,Banashankari
"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore",Aramane Donne Biriyani,no,no,,0,Banashankari,Quick Bites,Not Specified,"South Indian, Biryani",150.0,Delivery,Banashankari
"66, Benaka, 2nd Cross, 2nd Main, Kathriguppe East, 3rd Stage, Banashankari, Bangalore",Darkolates,no,no,,0,Banashankari,Confectionery,Not Specified,Desserts,200.0,Delivery,Banashankari
"617, 100 Feet Ring Road Next to Devegowda Petrol Pump, Banashankari, Bangalore",Swaada Healthy Kitchen,no,no,,0,Banashankari,"Quick Bites, Beverage Shop",Not Specified,"Healthy Food, Juices, Sandwich",350.0,Delivery,Banashankari
"209, 5th Cross, AG Thaneerappa Road, 1st Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru",Gawdaru Mane Beriyani,no,no,,0,Banashankari,Quick Bites,Not Specified,"South Indian, Biryani",300.0,Delivery,Banashankari
"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore",Melting Melodies,no,no,NEW,0,Banashankari,"Takeaway, Delivery",Not Specified,"Pizza, Fast Food",100.0,Delivery,Banashankari
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",New Indraprasta,no,no,NEW,0,Banashankari,Quick Bites,Not Specified,"South Indian, Beverages",150.0,Delivery,Banashankari
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,yes,no,4.0/5,771,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450.0,Delivery,Banashankari
"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,no,no,3.0/5,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800.0,Delivery,Banashankari
"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,yes,no,3.9/5,47,Basavanagudi,Quick Bites,Not Specified,South Indian,200.0,Delivery,Banashankari
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,yes,yes,4.1/5,175,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500.0,Delivery,Banashankari
"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,yes,no,3.8/5,58,Banashankari,Quick Bites,Not Specified,"South Indian, Chinese, North Indian, Juices",300.0,Delivery,Banashankari
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,yes,no,3.8/5,540,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650.0,Delivery,Banashankari
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,yes,no,3.8/5,124,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400.0,Delivery,Banashankari
"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,yes,no,4.1/5,340,Banashankari,"Takeaway, Delivery","Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad","North Indian, Mughlai, Fast Food",500.0,Delivery,Banashankari
"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,yes,no,3.8/5,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450.0,Delivery,Banashankari
"12, Banashankari, Bangalore",Bitez,no,no,NEW,0,Banashankari,Quick Bites,Not Specified,Fast Food,100.0,Delivery,Banashankari
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,yes,no,4.1/5,438,Jayanagar,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500.0,Delivery,Banashankari
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,yes,no,3.7/5,264,Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750.0,Delivery,Banashankari
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,yes,no,3.9/5,169,Kumaraswamy Layout,Beverage Shop,Not Specified,"Beverages, Juices, Ice Cream",150.0,Delivery,Banashankari
"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,yes,no,3.0/5,67,Kumaraswamy Layout,Quick Bites,Not Specified,"North Indian, Chinese",250.0,Delivery,Banashankari
"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,yes,no,3.7/5,97,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350.0,Delivery,Banashankari
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,yes,no,3.3/5,12,Basavanagudi,"Takeaway, Delivery",Not Specified,Biryani,300.0,Delivery,Banashankari
"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,yes,no,3.3/5,12,Banashankari,Quick Bites,Not Specified,Biryani,300.0,Delivery,Banashankari
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,yes,no,3.6/5,195,Jayanagar,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani",800.0,Delivery,Banashankari
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,yes,no,3.3/5,13,Basavanagudi,"Dessert Parlor, Sweet Shop",Not Specified,"Desserts, Mithai",300.0,Delivery,Banashankari
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,yes,no,4.6/5,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400.0,Delivery,Banashankari
"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",HOT COFFEE,yes,no,4.1/5,70,Basavanagudi,Quick Bites,Not Specified,"South Indian, Chinese",150.0,Delivery,Banashankari
"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",Patio 805,yes,yes,4.1/5,364,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese",1200.0,Delivery,Banashankari
"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",Lassi Corner,yes,no,3.7/5,107,Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150.0,Delivery,Banashankari
"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,yes,no,3.2/5,167,Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300.0,Delivery,Banashankari
"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Kanti Sweets,yes,no,4.0/5,115,Banashankari,Sweet Shop,Not Specified,"Mithai, Street Food",400.0,Delivery,Banashankari
"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",Vegetalia,yes,no,3.7/5,27,Banashankari,"Takeaway, Delivery",Not Specified,"Italian, Pizza",400.0,Delivery,Banashankari
"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",Aramane Donne Biryani,yes,no,3.5/5,57,Banashankari,Quick Bites,Not Specified,Biryani,200.0,Delivery,Banashankari
"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Ande Ka Funda,yes,no,3.8/5,120,Banashankari,Quick Bites,Not Specified,"North Indian, Fast Food, Rolls",250.0,Delivery,Banashankari
"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Cake Ghar,yes,no,3.8/5,15,Basavanagudi,Bakery,Not Specified,Bakery,400.0,Delivery,Banashankari
"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",Energy Addaa,yes,no,4.2/5,64,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500.0,Delivery,Banashankari
"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Bhattara Bhojana,yes,no,3.6/5,66,Banashankari,Quick Bites,Not Specified,South Indian,150.0,Delivery,Banashankari
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Tandoori Knight,yes,no,3.0/5,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",450.0,Delivery,Banashankari
"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",Dev Sagar - Food Street,yes,no,4.1/5,233,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200.0,Delivery,Banashankari
"1779, 14th Main, Kumaraswamy Layout, Bangalore",Mitraa Da Pizza,yes,no,3.8/5,115,Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250.0,Delivery,Banashankari
"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Paradise Premium,yes,no,3.1/5,119,Banashankari,Casual Dining,Not Specified,"Biryani, Andhra, Hyderabadi, North Indian",700.0,Delivery,Banashankari
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,yes,yes,3.9/5,291,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650.0,Delivery,Banashankari
"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Shakes Theory,yes,no,4.5/5,155,Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri","Beverages, Sandwich",300.0,Delivery,Banashankari
"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",@Italy,yes,no,4.1/5,305,Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700.0,Delivery,Banashankari
"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Chilli Flakes,yes,no,3.6/5,46,Banashankari,Quick Bites,Not Specified,"Fast Food, Italian, Beverages",500.0,Delivery,Banashankari
"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Calcutta Cafe,yes,no,3.5/5,45,Kumaraswamy Layout,Quick Bites,Not Specified,"Bengali, Chinese, Sandwich",350.0,Delivery,Banashankari
"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,yes,no,3.9/5,38,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150.0,Delivery,Banashankari
"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",Donne Biriyani House,yes,no,3.9/5,441,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400.0,Delivery,Banashankari
"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",By 2 Coffee,yes,no,3.9/5,25,Basavanagudi,Quick Bites,Not Specified,South Indian,100.0,Delivery,Banashankari
"6th C Main, 4th Block, Jayanagar, Bangalore",Kedia's Fun Food,yes,no,4.3/5,630,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200.0,Delivery,Banashankari
"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",Davangere Butter Dosa Hotel,yes,no,3.8/5,25,Kumaraswamy Layout,Quick Bites,Not Specified,South Indian,150.0,Delivery,Banashankari
"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Just Shawarma,yes,no,3.9/5,160,Kumaraswamy Layout,Quick Bites,"Whole Meat Shawarma, Fries",Arabian,300.0,Delivery,Banashankari
"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Mini Punjabi Dhaba,yes,no,4.2/5,287,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350.0,Delivery,Banashankari
"19, V.V.puram National School Road, Basavanagudi, Bangalore",Mulabagilu Dosa,yes,no,3.6/5,11,Basavanagudi,Quick Bites,Not Specified,South Indian,100.0,Delivery,Banashankari
"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,yes,no,4.1/5,402,Banashankari,Cafe,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",Cafe,500.0,Delivery,Banashankari
"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",Gokul Veg,yes,no,3.8/5,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750.0,Delivery,Banashankari
"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Olive - Era,yes,no,3.3/5,511,Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550.0,Delivery,Banashankari
"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Udupi Ruchi,yes,no,3.9/5,57,Banashankari,Quick Bites,Not Specified,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari
"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",Madhappa Hindu Military Hotel,yes,no,3.4/5,14,Banashankari,Quick Bites,Not Specified,South Indian,300.0,Delivery,Banashankari
"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",Gama Gama,yes,no,3.9/5,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200.0,Delivery,Banashankari
